statement,value
Magnet video proves COVID-19 vaccines contain microchips.,0
“The research showed … that confidence overall in the vaccines increased after the pause” to review the safety of Johnson & Johnson’s coronavirus vaccine.,1
“Montana is canceling unemployment because of a workforce shortage.”,1
"For vaccine rates among Americans 65 and older, “there’s virtually no difference between white, Black, Hispanic, Asian American.”",0
The COVID-19 vaccine “will make the common cold/flu extremely lethal.”,0
"“Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States … The actual number is almost certainly higher.”",0
"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",0
“A year ago we had the lowest unemployment in history without using taxpayers money.”,0
"With federal stimulus money for schools, “no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months.”",0
"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",0
"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",0
Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,0
"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",0
60% of new COVID-19 patients are people who received the vaccine.,0
A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,0
"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",0
Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,0
“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,0
"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",0
“Bill Gates fights to keep vaccine ingredients secret.”,0
Says his administration’s efforts have led to more school reopenings.,1
COVID-19 “has killed less people than the damn flu.”,0
Says Joe Biden was the only world leader to wear a face mask during a video conference.,0
Officials “recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected.”,0
"""An average of nearly 5,000 Missourians were contracting COVID every day in November.""",0
"""Mountains of data"" show drug ivermectin ""basically obliterates"" COVID-19 transmission.",0
Children ages 5 to 9 “are not affected by” the coronavirus.,1
"For mitigating COVID-19 spread, “masks (are) the number one way to do so.""",1
"“The federal American Rescue Plan will purchase more food from farmers for distribution.""",1
Women’s menstrual cycles and fertility are affected by being around people who have received COVID-19 vaccines,0
“Stanford study results” show face masks are ineffective and dangerous.,0
Texas “could be very close to herd immunity.”,0
"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",0
Says Republican lawmakers delayed COVID-19 testing,0
Says the nation is locked down and there’s “a wide open border.”,0
"“Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.”",0
“Moderna chief medical officer admits: mRNA alters DNA.”,0
"""DMX received COVID vaccine days before heart attack.""",0
"Says it doesn't make sense for young adults to get the vaccine since they ""really are not under that much of a threat as a result of this virus.""",0
“6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”,0
"“Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).”",0
“It took the Legislature nearly 300 days to act on a (COVID-19) bill during this pandemic.”,1
"""They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.”",0
The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.,0
"""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.",0
"“If I don’t take the vaccine, I’m at risk for covid. If I do take the vaccine, I’m still at risk for covid PLUS I’m at risk for permanent vaccine side effects. Therefore I’m reducing my risk by not taking the vaccine. That’s the real science.”",0
Calls COVID-19 vaccine a “non-FDA-approved experimental agent.”,0
"“From Europe: 3,964 people have died from adverse drug reactions for COVID-19 ‘vaccines’ – 162,610 injuries.”",0
Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,0
"Says Deborah Birx “traveled a great distance to see her family for Thanksgiving, only to have them call the police and turn her in. She then ... resigned.”",1
"“Minority farmers get big bonus, white ones get none,” because of Democrats.",1
Nostradamus predicted that a “feeble man” would rule the “Western World” after a time of “plague.”,0
“There is no discernible difference between the spread and deaths of COVID in Virginia than there is in Florida.”,0
“In a vegan world there would be no pandemics. 100% of pandemics are zoonotic in origin.”,0
"“There’s still (only) a handful of school districts"" doing no in-person instruction.",1
"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",1
“You can’t tell me they can (develop a safe vaccine) in eight to 10 months. Or a year. It takes more time than that.”,0
"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",0
The movie “I am Legend” was based in the year 2021 and people turned into zombies “because of the wrong vaccine.”,0
“Jamaica has not recorded any case of the coronavirus.”,0
Aluminum “is in the vaccine” and will hurt the brain.,0
Says Disneyland is enforcing a “no scream” policy on roller coasters.,0
“You will need a WHO Yellow Vaccination Passport if you plan on traveling internationally once borders open.”,0
The American Rescue Plan Act “does not” include “checks and balances” on how funds for state and local governments can be spent.,1
"“Pelosi’s $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check… they never lost their job!”",0
A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,0
“Actor Tom Hanks has passed away age 63.”,0
"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",0
"The COVID economic relief package “included $600 million for San Francisco, part of which goes to cover the tab for free alcohol and marijuana for the homeless.""",0
Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,0
“Fauci admits he isn’t listening to the science when advocating policy.”,0
"“Illegal aliens will receive $1,400 stimulus checks.”",0
There are nanoparticles in the COVID-19 vaccine that will help people “locate you” via 5G networks.,0
"Says President Joe Biden promoted ""mandatory vaccines for everybody"" in his March 11 address.",0
“The Biden Administration is recklessly releasing hundreds of illegal immigrants who have COVID into Texas communities.”,0
"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",0
“Schumer and Pelosi sneak funding into COVID bill.”,0
"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",0
Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,1
A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,0
“Senate Democrats just voted to give stimulus checks to criminals in prison.”,1
"In rejecting his amendment, “Democrats voted to send reopening money to schools that refuse to reopen.”",1
Video suggests Dr. Anthony Fauci said vaccines don’t protect against COVID-19.,0
"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",1
"“When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America.”",0
"Says the NC elections board “did not change state law.""",0
"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",0
"""While he was president, President Trump never encouraged Americans to get vaccinated.""",0
Republicans are “trying to create a fake unemployment insurance crisis.”,0
"The $1.9 trillion relief package is “about a bridge for Chuck Schumer, a tunnel for Nancy Pelosi.”",0
“All of the science and data say it’s perfectly safe to have teachers and students in the classroom.”,0
“More than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,0
Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,0
"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",1
The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,1
"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",0
"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",0
"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",0
"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",0
"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",1
"“For the month of February, Illinois has been the vaccination leader among the 10 most populous states in the country.”",1
"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”",0
“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,1
“There's over a trillion dollars of money unspent from previous (coronavirus) relief bills ... still sitting in a bank account.”,1
"“The vast majority of the American people” support Biden’s $1.9 trillion rescue plan, “including a majority of Republicans.”",1
"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",0
"“There is a consensus among economists left, right, and center… that we can’t spend too much” on COVID-19 relief.",0
“Gov Roy Cooper does not consider Type 1 diabetes an under lying health issue!”,0
Says death reports in federal database show the fatal risk of COVID-19 vaccines.,0
"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”",0
Says Joe Biden “is trying to shut FL’s border.”,0
November election data shows a “stunning anomaly in the rejection rate of absentee ballots.”,0
"“Pritzker’s Hierarchy of Vaccine Priorities” puts prisoners, politicians and college students ahead of “individuals with high-risk health factors, and everyone else.”",1
"“We know mask mandates work. There’s enough evidence out there between counties that have done it and counties that haven’t.""",1
"South Dakota ""did have tragedies and we did have losses. But we also got through (the pandemic) better than virtually every other state.""",0
"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",0
"""The committee that advises @GovEvers and his department tasked with leading during this pandemic is recommending allowing prisoners to receive the vaccine before 65 year old grandma?”",1
Photo shows Tampa Mayor Jane Castor maskless at Super Bowl.,0
The COVID-19 vaccine “went out for distribution” in Nebraska “days before the FDA even said they were going to approve it.”,0
“But we’re below the national average in number of deaths in nursing homes.”,1
"“More than 200,000 DACA recipients are essential infrastructure workers” including “41,700 DACA recipients in the healthcare industry”",1
“Pfizer and Moderna could share their design with dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.”,0
"“New evidence ties COVID-19 creation to research funded by Fauci""",0
“Now (Biden) is saying that people who came here illegally can jump ahead of other Americans who have been waiting to get the vaccine.”,0
“Doctor proves masks don’t work” by vaping through them.,0
"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",0
Says North Carolina bill to require in-person learning is “stripping out some of the health protocols that are in place.”,1
Seniors around the world who died from COVID vaccine are being improperly listed as “natural causes.”,0
"States are seeing increases in revenue, with an average decline of just 0.12% compared with 2019. Over half of states report positive growth, including California, New York, and Illinois.",0
"“A Miracle! Only 23 Americans Tested Positive for Flu Last Week Compared to 14,657 Cases Reported Last Year at Same Time.”",1
"""The (Erie Co., N.Y.) health commissioner makes more than the governor, the vice president of the United States, and has a salary that is comparable to Dr. Anthony Fauci.”",1
Gov. Tony Evers “has the authority and revenue necessary” to upgrade the Wisconsin unemployment system without the Legislature.,0
"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security.""",0
“The Biden administration lost 20 million COVID vaccines.”,0
“WHO now saying you do not need to wear a mask.”,0
Masks have negative impacts on 68% of children.,0
Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,0
"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",1
"""The process to distribute the vaccine, particularly outside of nursing homes and hospitals out into the community as a whole, did not really exist when we came into the White House.""",0
Says the number of spoiled coronavirus vaccines in North Carolina is “very small ... in the tens.”,1
"“We have scientific data, from all different levels, but particularly from the high school sports levels, from numerous different states that shows that it is safe to play what New York is considering high-risk sports.”",0
"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”",1
“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,1
Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,1
“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”,1
"The COVID-19 vaccine is dangerous because 23 people died in Norway ""within hours” of receiving it.",0
Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”,1
“Coronavirus vaccinations seem to be causing 50 times the adverse events of flu vaccinations after just the first of two shots.”,0
Says Rep. Pramila Jayapal was not wearing a mask in Congress during the U.S. Capitol mob.,0
"Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",0
"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",0
"“In my state, as in many other states, we have governors who are closing down businesses again.”",1
"North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",0
Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,0
Says a recent study found no asymptomatic or presymptomatic spread of COVID.,0
Says “Dr. Fauci lied about masks in March.”,0
"Says COVID-19 relief bill “provides more funding to foreign governments and to American arts centers, than to the American people.”",0
"“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",0
Says that the oil and gas industry comprises 35% of the Texas economy.,1
“Nurse passes out on live TV after taking vaccine.”,0
“This is a phony pandemic.”,0
"""New data shows in-person learning isn't driving spikes in cases.""",1
Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,0
“21% of people are having serious adverse events from (the Moderna) vaccine.”,0
"Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.""",0
“This whole COVID thing? It’s a SIMULATION.”,0
“One of the first nurses to receive the vaccine in AL is now dead.”,0
An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,0
"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",0
An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”,0
“Pope Francis says covid vaccine will now be required to enter heaven.”,0
The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,0
"Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",0
The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,1
“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,0
The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,0
"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",0
“Biden confirms agenda to microchip the masses”,0
"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",0
"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",0
“Head of Pfizer research: Covid vaccine is female sterilization.”,0
Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,0
"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",0
"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",1
"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",0
“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,0
"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",1
China recovered from COVID-19 “without a vaccine.”,0
Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,1
"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",0
The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,0
“The states that are locked down are increasing at twice the rate we are” in Florida,1
“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,1
Says the Denver Broncos signed Colin Kaepernick.,0
Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,0
"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",0
“Pennsylvania just banned alcohol sales.”,0
North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,0
"“666,000 teachers have been laid off already since March.""",0
Says “Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.”,0
"Says Kelly Loeffler is ""for getting rid of health care in the middle of a pandemic.""",1
“AARP endorsed Biden” and “says if you are past 75 you should just die and go away.”,0
"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""",1
Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,0
A member of Joe Biden’s COVID-19 task force recommends “withholding food stamps and rent assistance from those who refuse coronavirus vaccines.”,0
“Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.”,0
Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,0
Photo shows Joe Biden “doesn’t wear a mask on a plane.”,0
"“Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I'm sorry, but, you know, everybody dies of COVID.’""",0
“COVID ends next Wednesday.”,0
"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",1
The number of coronavirus deaths is “almost nothing.”,0
"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",1
“More suicide deaths than coronavirus death past two months.”,0
U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,0
"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",1
"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",0
"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",0
"""Generally the deaths are still pretty flat because we've flattened the curve.”",0
"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",0
Michigan has been “like a prison” during the coronavirus.,0
"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",0
"""We are rounding the turn (on coronavirus). We are rounding the corner.""",0
Pennsylvania “never opened.”,0
Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,0
“We saved 2 million people” from dying of COVID-19.,0
"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",0
"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",0
"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",0
"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",0
"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",0
"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",1
“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,0
"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",0
Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,0
"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",0
“CDC just cancelled Halloween for kids.”,0
"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",0
"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",0
"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",0
"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",1
"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",0
Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,0
Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,0
"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",0
"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",0
“Chris Christie is in ICU and reported to be put on a ventilator.”,0
“Wisconsin Republicans have not passed a single bill in 6 months.”,1
"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",0
"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",0
“All Missouri’s high-risk areas have mask mandates in place.”,0
“The government has released their initial plans to force a vaccine on everyone.”,0
“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,0
“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,0
"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",0
"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",0
“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,0
Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,0
Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,0
An episode of “The Simpsons” showed Donald Trump in a coffin.,0
Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,1
"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",1
"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",1
“Bad math (is) driving Wisconsin’s exploding positive test rate.”,0
A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,0
"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",0
“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,1
“Only one” Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program,0
“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,0
"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",0
"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",0
"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",0
“Bill Gates says you don't have a choice to be vaccinated or not.”,0
“CDC Director Robert Redfield says healthy people should NOT wear masks.”,0
"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",1
“Nobody is found dead of corona in their homes.. They all die at the hospital.”,0
“The number of ICU beds is larger in Boone County by a factor of three” compared to Orange County for the University of North Carolina.,0
“Wisconsin is one of the nine states with the highest rate of infection per capita.”,1
"""All evidence points to the fact that our kids are 17 times more likely to have ill effects from the seasonal flu than they are from the coronavirus.”",0
“Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!”,0
Says Joe Biden and Gretchen Whitmer were maskless at the Detroit Athletic Club “while OUR children are being mandated to wear a mask while playing outdoor sports.”,0
"“Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.”",0
“CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.”,0
"“Military COVID infected: 118,984. Military COVID deaths: 6,114.”",0
Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.”,0
“The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.”,0
Countries were exporting COVID-19 “diagnostic test instruments” in 2018.,0
"""Under Operation Warp Speed, we’ve pioneered groundbreaking therapies, reducing the fatality rate 85% since April.”",1
Says President Donald Trump “never downplayed the virus.”,0
“Not one politician has died from the virus.”,0
"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19",1
“Covid-19 is NOT killing people. Weak immune systems and bad doctors are.”,0
Says he was the first person to call for invoking the Defense Production Act.,0
“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,0
"“In some of these other states, some of their deaths can be attributable to the fact that they were having a hard time getting an ICU bed or a ventilator to a patient.”",0
“Covid-19 means ‘certificate of identification of vaccination with artificial intelligence.’”,0
“More cops have died from COVID this year than have been killed on patrol.”,1
"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",0
"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",1
“President Trump marshalled the full resources of our federal government from the outset. He directed us to forge a seamless partnership with governors across America in both political parties.”,0
“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,0
“At UNC 14% of students tested positive.”,0
"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",1
"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.”",0
"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",1
The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,1
"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",0
"""Our (COVID-19) numbers are better than almost all countries.""",0
"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",0
Says Sara Gideon’s husband’s law firm “took up to $2 million” from the same federal program she “falsely” attacked Susan Collins over.,1
Says Kamala Harris wants to eliminate beef.,0
"Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",0
“DEVELOPING: Kamala’s sister takes hydroxychloroquine.”,1
Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,1
Says series of 11 photos are “from the 1918 flu pandemic.”,0
"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”",1
President Donald Trump “put a hold on ALL EVICTIONS through December.”,0
“Herd immunity has been reached.”,0
“3.8% of Wisconsin’s coronavirus funding has been spent.”,1
Photo shows Bill Clinton among others not wearing a mask at John Lewis’ funeral.,0
"“Mark Kelly criticized the (Paycheck Protection Program), then turned around and took money for his own multi-million dollar company.”",0
Children are “almost immune from this disease.”,0
There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,1
"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",1
“At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.”,0
“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,1
"Says Bill Gates said, “We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.”",0
A photo shows a large crowd in Berlin protesting the “covid hoax.”,0
"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",0
A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”,0
"Says Herman Cain died of cancer, not COVID-19.",0
"“Mississippi got 10,145 warrants for unemployment fraud!!”",0
“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,0
Says Donald Trump was caught on a hot mic insulting his supporters.,0
A common cold can cause a positive COVID-19 test.,0
"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",1
"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”",0
Says wearing masks has been “proven ineffective.”,0
"“If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.”",0
